Kseg_accuracy_rep,Kseg_neg_prec_rep,Kseg_neg_recall_rep,Kseg_neg_fscore_rep,Kseg_pos_prec_rep,Kseg_pos_recall_rep,Kseg_pos_fscore_rep
0.21976470588235295,0.982646420824295,0.21540656205420827,0.35335413416536665,0.008413461538461538,0.6363636363636364,0.0166073546856465
0.13270588235294117,0.9887218045112782,0.12505943889681406,0.2220346137610806,0.010220548682087143,0.8636363636363636,0.0202020202020202
0.208,0.9838709677419355,0.20304327151688065,0.3366180528182893,0.008870490833826138,0.6818181818181818,0.017513134851138354
0.16752941176470587,0.9883040935672515,0.16072277698525916,0.27648261758691206,0.010095344924284913,0.8181818181818182,0.01994459833795014
0.20988235294117646,0.988479262672811,0.20399429386590584,0.33819471817106816,0.010053222945002957,0.7727272727272727,0.019848219497956798
0.12470588235294118,0.9764705882352941,0.11840228245363767,0.2111959287531807,0.008556149732620321,0.7272727272727273,0.016913319238900635
0.20988235294117646,0.9753363228699552,0.20684736091298145,0.34131031777167514,0.006551518761167362,0.5,0.012933568489124046
0.25270588235294117,0.9904761904761905,0.24726581074655254,0.395738203957382,0.010625,0.7727272727272727,0.020961775585696674
0.14352941176470588,0.9829351535836177,0.1369472182596291,0.2404006677796327,0.009279475982532752,0.7727272727272727,0.018338727076591156
0.15058823529411763,0.9745222929936306,0.14550641940085593,0.253206454282168,0.007730535615681944,0.6363636363636364,0.015275504637206767
0.3058823529411765,0.9890965732087228,0.3019495958155017,0.4626593806921676,0.010114632501685773,0.6818181818181818,0.01993355481727575
0.3571764705882353,0.9867899603698811,0.35520684736091296,0.5223776223776223,0.008771929824561403,0.5454545454545454,0.017266187050359712
0.11152941176470588,0.9864253393665159,0.10366143604374703,0.18760757314974183,0.009978991596638655,0.8636363636363636,0.01973001038421599
0.3063529411764706,0.9906396255850234,0.3019495958155017,0.4628279883381925,0.01078167115902965,0.7272727272727273,0.02124833997343958
0.21223529411764705,0.9820224719101124,0.20779838326200667,0.34301412872841447,0.008333333333333333,0.6363636363636364,0.01645123384253819
0.12,0.9915611814345991,0.11174512601046124,0.20085470085470086,0.01059322033898305,0.9090909090909091,0.020942408376963352
0.16376470588235295,0.9766081871345029,0.15882073228720875,0.27321063394683026,0.007851934941110488,0.6363636363636364,0.015512465373961217
0.2164705882352941,0.9866666666666667,0.21112696148359486,0.34782608695652173,0.00955223880597015,0.7272727272727273,0.01885680612846199
0.2748235294117647,0.9844827586206897,0.2715168806466952,0.4256429370108088,0.008414239482200648,0.5909090909090909,0.01659221442246331
0.23623529411764707,0.9897959183673469,0.2306229196386115,0.3740840725028924,0.010397553516819572,0.7727272727272727,0.02051901025950513
0.24894117647058825,0.9865642994241842,0.24441274369947694,0.39176829268292684,0.009351620947630923,0.6818181818181818,0.01845018450184502
0.15388235294117647,0.9903536977491961,0.14645744174988112,0.25517812758906383,0.010474090407938258,0.8636363636363636,0.020697167755991286
0.22211764705882353,0.9828326180257511,0.21778411792677127,0.35655897236278705,0.008438818565400843,0.6363636363636364,0.01665675193337299
0.1623529411764706,0.9908814589665653,0.15501664289110795,0.2680921052631579,0.010579064587973273,0.8636363636363636,0.0209020902090209
0.10964705882352942,0.9953051643192489,0.10080836899667142,0.1830742659758204,0.010983263598326359,0.9545454545454546,0.021716649431230608
0.1816470588235294,0.9840425531914894,0.1759391345696624,0.2985074626865672,0.009148084619782733,0.7272727272727273,0.018068887634105024
0.08329411764705882,0.9874213836477987,0.07465525439847837,0.138815207780725,0.01017293997965412,0.9090909090909091,0.020120724346076462
0.16141176470588237,0.9878419452887538,0.15454113171659534,0.26726973684210525,0.01002227171492205,0.8181818181818182,0.019801980198019802
0.11952941176470588,0.9915254237288136,0.11126961483594865,0.20008550662676358,0.010587612493382742,0.9090909090909091,0.020931449502878074
0.23294117647058823,0.9797160243407708,0.2296718972895863,0.37211093990755006,0.007352941176470588,0.5454545454545454,0.014510278113663845
0.15905882352941175,0.9876543209876543,0.15216357584403234,0.26370004120313145,0.009994447529150472,0.8181818181818182,0.01974766867800329
0.2023529411764706,0.9834123222748815,0.19733713742272943,0.32871287128712867,0.008807985907222548,0.6818181818181818,0.017391304347826087
0.2456470588235294,0.9807692307692307,0.24251069900142652,0.3888677087304613,0.007476635514018692,0.5454545454545454,0.01475107559926245
0.10870588235294118,0.986046511627907,0.10080836899667142,0.182916307161346,0.009947643979057591,0.8636363636363636,0.019668737060041408
0.152,0.9839228295819936,0.14550641940085593,0.25352112676056343,0.009371554575523704,0.7727272727272727,0.018518518518518517
0.1816470588235294,0.9764397905759162,0.1773656680932002,0.3002012072434608,0.007458405048766495,0.5909090909090909,0.014730878186968839
0.30823529411764705,0.9906976744186047,0.30385164051355207,0.4650655021834061,0.010810810810810811,0.7272727272727273,0.021304926764314246
0.31529411764705884,0.9821428571428571,0.31383737517831667,0.47567567567567565,0.006882312456985547,0.45454545454545453,0.013559322033898305
0.20988235294117646,0.9862385321100917,0.20446980504041845,0.3387160299330445,0.009473060982830076,0.7272727272727273,0.018702513150204558
0.09129411764705882,0.9942528735632183,0.08226343319067998,0.15195432586736934,0.010763710917478216,0.9545454545454546,0.021287379624936643
0.104,0.9715639810426541,0.09747979077508322,0.17718236819360417,0.008359456635318705,0.7272727272727273,0.016528925619834715
0.1388235294117647,0.9857651245551602,0.1317165953399905,0.23238255033557045,0.009761388286334056,0.8181818181818182,0.019292604501607715
0.06541176470588235,0.9834710743801653,0.056585829766999524,0.10701438848920863,0.00998003992015968,0.9090909090909091,0.019743336623889437
0.1595294117647059,0.9907120743034056,0.15216357584403234,0.26380873866446825,0.010543840177580466,0.8636363636363636,0.020833333333333332
0.1703529411764706,0.9829545454545454,0.16452686638135997,0.28187372708757635,0.009024252679075015,0.7272727272727273,0.017827298050139277
0.11058823529411765,0.9819004524886877,0.10318592486923443,0.18674698795180722,0.009453781512605041,0.8181818181818182,0.018691588785046728
0.1736470588235294,0.977961432506887,0.16880646695197338,0.28791565287915655,0.007945516458569807,0.6363636363636364,0.01569506726457399
0.1971764705882353,0.9950124688279302,0.18972895863052783,0.31869009584664537,0.01160092807424594,0.9090909090909091,0.022909507445589918
0.15764705882352942,0.9875389408099688,0.15073704232049454,0.2615511551155115,0.009977827050997782,0.8181818181818182,0.01971522453450164
0.21176470588235294,0.9885844748858448,0.20589633856395625,0.34081070444706807,0.01007705986959099,0.7727272727272727,0.019894675248683442
0.11058823529411765,0.9863013698630136,0.10271041369472182,0.18604651162790695,0.009968520461699895,0.8636363636363636,0.01970954356846473
0.30211764705882355,0.984375,0.2995720399429387,0.4593510754648196,0.00808080808080808,0.5454545454545454,0.0159256801592568
0.13647058823529412,0.9855072463768116,0.12933903946742747,0.22866750735603192,0.009734991887506761,0.8181818181818182,0.01924104756814538
0.08941176470588236,0.9827586206896551,0.08131241084165478,0.15019762845849802,0.009738595592004101,0.8636363636363636,0.019260010136847444
0.13694117647058823,0.9890909090909091,0.12933903946742747,0.22876366694701428,0.01027027027027027,0.8636363636363636,0.020299145299145296
0.17741176470588235,0.9916897506925207,0.17023300047551118,0.2905844155844156,0.010770975056689343,0.8636363636363636,0.021276595744680854
0.16141176470588237,0.9848942598187311,0.15501664289110795,0.26787181594083814,0.00947603121516165,0.7727272727272727,0.018722466960352426
0.10211764705882354,0.9850746268656716,0.09415121255349501,0.17187499999999997,0.009875259875259876,0.8636363636363636,0.01952723535457349
0.11764705882352941,0.9830508474576272,0.11031859248692344,0.19837537409149208,0.009528851244044468,0.8181818181818182,0.01883830455259027
0.16988235294117648,0.9829059829059829,0.16405135520684735,0.28117359413202936,0.009019165727170236,0.7272727272727273,0.017817371937639197
0.09552941176470588,0.9891891891891892,0.08701854493580599,0.15996503496503497,0.010309278350515464,0.9090909090909091,0.020387359836901122
0.192,0.9777227722772277,0.1878269139324774,0.3151176705225369,0.007553747821034283,0.5909090909090909,0.01491681009753299
0.10823529411764705,0.9727272727272728,0.10175939134569663,0.18424451140766254,0.008398950131233596,0.7272727272727273,0.01660612350804359
0.31058823529411766,0.9833333333333333,0.30860675225867806,0.4697792254795512,0.007508532423208191,0.5,0.014794889038332213
0.15152941176470588,0.9807692307692307,0.14550641940085593,0.253416149068323,0.00882515168229454,0.7272727272727273,0.017438692098092644
0.176,0.9916201117318436,0.16880646695197338,0.28850060950832995,0.010752688172043012,0.8636363636363636,0.021240916713247626
0.21129411764705883,0.9841269841269841,0.20637184973846887,0.3411949685534591,0.008907363420427554,0.6818181818181818,0.017584994138335287
0.39905882352941174,0.9858823529411764,0.3984783642415597,0.5675584151710126,0.00784313725490196,0.45454545454545453,0.015420200462606013
0.19952941176470587,0.9855072463768116,0.19400855920114124,0.32419547079856975,0.009351256575102279,0.7272727272727273,0.018465089440276975
0.39341176470588235,0.9833729216152018,0.39372325249643364,0.5623089983022072,0.006235385814497272,0.36363636363636365,0.012260536398467433
0.2056470588235294,0.9836829836829837,0.20066571564431765,0.33333333333333337,0.00884433962264151,0.6818181818181818,0.017462165308498253
0.2931764705882353,0.9870340356564019,0.289586305278174,0.44779411764705884,0.009283819628647215,0.6363636363636364,0.018300653594771243
0.16705882352941176,0.9826086956521739,0.16119828815977175,0.2769607843137255,0.008988764044943821,0.7272727272727273,0.017758046614872364
0.3981176470588235,0.9858490566037735,0.39752734189253447,0.5665875974246017,0.007830853563038372,0.45454545454545453,0.015396458814472673
0.18494117647058825,0.9894459102902374,0.1783166904422254,0.3021756647864625,0.010309278350515464,0.8181818181818182,0.020361990950226245
0.13411764705882354,0.9925093632958801,0.12601046124583928,0.22362869198312238,0.010764262648008612,0.9090909090909091,0.021276595744680854
0.1816470588235294,0.9866310160427807,0.1754636233951498,0.29794105773112634,0.009708737864077669,0.7727272727272727,0.019176536943034405
0.20329411764705882,0.9880952380952381,0.19733713742272943,0.32897344431232656,0.00997067448680352,0.7727272727272727,0.019687319050376375
0.2376470588235294,0.9820359281437125,0.23395149786019973,0.3778801843317972,0.008004926108374385,0.5909090909090909,0.015795868772782506
0.09270588235294118,0.9781420765027322,0.08511650023775559,0.15660542432195973,0.009268795056642637,0.8181818181818182,0.018329938900203666
0.192,0.9777227722772277,0.1878269139324774,0.3151176705225369,0.007553747821034283,0.5909090909090909,0.01491681009753299
0.16047058823529411,0.9818731117824774,0.15454113171659534,0.26705012325390304,0.008918617614269788,0.7272727272727273,0.017621145374449337
0.15576470588235294,0.978328173374613,0.15026153114598192,0.26051112943116245,0.008324084350721421,0.6818181818181818,0.01644736842105263
0.23294117647058823,0.983640081799591,0.2287208749405611,0.37114197530864196,0.008557457212713936,0.6363636363636364,0.016887816646562123
0.11529411764705882,0.9744680851063829,0.10889205896338564,0.1958939264328486,0.008465608465608466,0.7272727272727273,0.016736401673640166
0.3458823529411765,0.987688098495212,0.34331906799809797,0.5095271700776288,0.009325681492109038,0.5909090909090909,0.018361581920903956
0.24047058823529413,0.9822485207100592,0.23680456490727533,0.3816091954022989,0.008034610630407911,0.5909090909090909,0.015853658536585366
0.11623529411764706,0.9746835443037974,0.10984308131241084,0.19743589743589746,0.00847457627118644,0.7272727272727273,0.016753926701570682
0.14258823529411765,0.9828178694158075,0.1359961959106039,0.2389306599832916,0.009269356597600873,0.7727272727272727,0.01831896551724138
0.49223529411764705,0.9885496183206107,0.4926295767950547,0.6575690257061251,0.009285051067780872,0.45454545454545453,0.018198362147406732
0.14352941176470588,0.9764309764309764,0.1378982406086543,0.24166666666666664,0.008205689277899343,0.6818181818181818,0.016216216216216217
0.16047058823529411,0.9877675840978594,0.15359010936757014,0.265843621399177,0.010011123470522803,0.8181818181818182,0.019780219780219783
0.1736470588235294,0.9806094182825484,0.16833095577746077,0.28733766233766234,0.008503401360544218,0.6818181818181818,0.016797312430011202
0.11294117647058824,0.9823008849557522,0.10556348074179743,0.19063975955345644,0.009478672985781991,0.8181818181818182,0.018740239458615304
0.2136470588235294,0.9864864864864865,0.20827389443651925,0.3439340400471142,0.009518143961927425,0.7272727272727273,0.018790369935408103
0.22447058823529412,0.9850746268656716,0.21968616262482168,0.359253499222395,0.009057971014492754,0.6818181818181818,0.017878426698450536
0.31576470588235295,0.9894419306184012,0.3119353304802663,0.47433116413593635,0.010259917920656635,0.6818181818181818,0.02021563342318059
0.18211764705882352,0.979002624671916,0.1773656680932002,0.3003220611916264,0.008027522935779817,0.6363636363636364,0.015855039637599096
0.1303529411764706,0.9847908745247148,0.12315739419876368,0.21893491124260356,0.00966702470461869,0.8181818181818182,0.019108280254777073
0.2,0.9855421686746988,0.19448407037565382,0.32486100079428115,0.00935672514619883,0.7272727272727273,0.01847575057736721
